,business_id,business_name,address,city,state,postal_code,latitude,longitude,stars_x,review_count,is_open,attributes,categories,is_restaurant,hours,review_id,user_id,stars_y,useful,funny,cool,text,date
900,MMRRS6YhVRx_iN5-JhMRYg,Han Dynasty,3711 Market St,Philadelphia,PA,19104,39.9567105161,-75.1971027811,4.0,783,1,"{'BikeParking': 'True', 'Caters': 'True', 'HappyHour': 'True', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'Alcohol': ""u'full_bar'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'None', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': True, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Chinese, Szechuan",True,"{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:30', 'Saturday': '11:30-21:30', 'Sunday': '11:30-21:0'}",gKWesqRgEvbiVogTyvk5Gw,I8c5pBMGW_imTgsyw-JNOw,1.0,1.0,0.0,0.0,"Ok. I am not the type to complain, but I have been here twice and both times I have had terrible service at the bar. The first bartender served me but acted as if I was bothering him.  This second time, with a completely different bartender mind you, it was worse. I am not dressed like a street person or anything, and I am not pan-handling. But you would think that I was the way he acted. First, I sit at the bar and I am waiting for service. So, the bartender walks by me, pours a glass a water, turns in front of me, puts the water down, gives me some stupid half-grin then walks off. Not one audible word of greeting or a grunt passed between his lips. Then, he gets a menu, drops that down and walks off again! Not a sound. Is it me, but when a customer enters an eating establishment, shouldn't they be greeted in some manner?  Not looked at like ""why are you here. I have better things to do""?  I am not looking for a royal salute or anything. Just ""Hey man, what can I get ya?""  or something to that affect.   Anyway, I start to look at the drink and food menus. Then, a group of anywhere from 10-15 people come in behind me and say, to what looked like a manager, ""We don't want to eat, is it ok if we just have a few drinks at the bar?"". The manager says ""Sure."" The guy then says, ""Can we get few beers down here""? (paraphrasing). The bartender says ""Sure!"" and proceed to service this group, one-by-one, as they order drinks. Ok, fine technically, I was looking at the menu when this started. But still, he walked back and forth, right in front of me, for about 10-12 minutes. Not once did he say, ""Hey, just shout and I will get you something"", or ""Hey man, just give me a few minutes and I will be right with you"". Nothing!  It was obvious it was a big group, but I mean, he gave no acknowledgement to the fact that I was sitting there waiting! 

Long story short - after this 10-12 minutes of waiting, I just walked out and went somewhere else. Now this place has about 4\5 stars with around 500 reviews. So, I guess people like it. But their bartenders are as unfriendly as I have ever encountered.  Maybe if you get a table it's different.",2018-06-19 16:17:05
901,MMRRS6YhVRx_iN5-JhMRYg,Han Dynasty,3711 Market St,Philadelphia,PA,19104,39.9567105161,-75.1971027811,4.0,783,1,"{'BikeParking': 'True', 'Caters': 'True', 'HappyHour': 'True', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'Alcohol': ""u'full_bar'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'None', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': True, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Chinese, Szechuan",True,"{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:30', 'Saturday': '11:30-21:30', 'Sunday': '11:30-21:0'}",bPJa3q4P5D0K7yUcLmdI7Q,_MGFLJAEjlcYRXJYTHjnsQ,5.0,1.0,0.0,0.0,"Amazing. Ham Dynasty is an interesting execution of really good Asian food. It's ""family style"" which means they bring each dish out as soon as it's ready and you're supposed to share. And when they say ""as soon as it's ready"" they mean within 5 minutes of your order. We were amazed at how fast the food came out, and our server was extremely nice and helpful. The menu also has helpful numbers to indicate how spicy each dish is going to be. 
We had a few different dishes for the table, and polished them all off, because we loved almost everything we ordered. 
This place is really a tremendous dining experience.",2018-04-28 12:31:21
902,MMRRS6YhVRx_iN5-JhMRYg,Han Dynasty,3711 Market St,Philadelphia,PA,19104,39.9567105161,-75.1971027811,4.0,783,1,"{'BikeParking': 'True', 'Caters': 'True', 'HappyHour': 'True', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'Alcohol': ""u'full_bar'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'None', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': True, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Chinese, Szechuan",True,"{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:30', 'Saturday': '11:30-21:30', 'Sunday': '11:30-21:0'}",qKKpwtMpTTADvDHniYPoUg,Z4hMBELMd4hvsCqE-CYlVw,5.0,0.0,0.0,0.0,"The Han Dynasty was a great venue for our wedding rehearsal dinner! Their dishes are very authentic Chinese cooking and everything we had tasted great. The menu selection and service were excellent, and Megan helped us create a custom menu to mix authentic Chinese and kosher styles, while also incorporating plenty of items for vegetarian and other dietary restrictions. The restaurant comfortably seated 80+ people in their side area with constant, friendly service the whole night. In spite of some misunderstandings on menu totals and pricing, Megan was very patient and accommodating and helped us sort everything out. At the end of the night, our family and friends loved the food and everyone had a great time.

I highly recommend the Han Dynasty to anyone for great food, service, and events coordinating!",2017-01-14 23:52:11
903,MMRRS6YhVRx_iN5-JhMRYg,Han Dynasty,3711 Market St,Philadelphia,PA,19104,39.9567105161,-75.1971027811,4.0,783,1,"{'BikeParking': 'True', 'Caters': 'True', 'HappyHour': 'True', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'Alcohol': ""u'full_bar'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'None', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': True, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Chinese, Szechuan",True,"{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:30', 'Saturday': '11:30-21:30', 'Sunday': '11:30-21:0'}",TNs6f4RhzTm0f5xsAgb5Aw,Xj8ZkeS2ECS0G6Pc85xmJg,5.0,2.0,0.0,0.0,Han dynasty is amazing as advertised. A bunch of my friends always brag about it and I had to go there. The dan dan noodles are amazing. They're so addictive that I've been craving them since I left the building. Definitely going to make it a regular place to go to on my list,2014-03-14 20:07:37
904,MMRRS6YhVRx_iN5-JhMRYg,Han Dynasty,3711 Market St,Philadelphia,PA,19104,39.9567105161,-75.1971027811,4.0,783,1,"{'BikeParking': 'True', 'Caters': 'True', 'HappyHour': 'True', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'Alcohol': ""u'full_bar'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'None', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': True, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Chinese, Szechuan",True,"{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:30', 'Saturday': '11:30-21:30', 'Sunday': '11:30-21:0'}",sCXH6IWTNha4fpxrTkO9Wg,PyN13XefgRyZ1G8Xu83yPQ,5.0,0.0,0.0,0.0,"Han Dynasty is one of my favorite restaurants in Philadelphia.  I first found the Manayunk location, and my wife and I ate there several times.  We heard about it from a friend who turned us on to the spicy cucumbers, which are just wonderful.

Eventually I tried the University City location, and it's much more ""hip.""  I really don't care about ambiance, but if you are seeking a more polished/trendy type of place, go to University City over Manayunk.  The food in both places is just incredible.

Han Dynasty serves food in very large, family sized portions.  It's most fun when you are with a bit of a group, so you can order a number of different things, and try them all.

On their ""specials"" menu, they have Spicy Aroma Fish which is just absolutely beyond this world.  SO good.  Another major hit was the dry pot style.  My wife and I are big seafood fans, so we get shrimp as the protein, but you have complete flexibility to pick whichever protein suits your taste.

They have numbers on the menu, 1-10, beside each dish.  This is the relative spiciness rating.  It's really hard to describe the type of heat in these Szechuan dishes... it isn't the kind of heat that just burns your mouth.  The heat is very strong, but it's all flavor.  

Dry pepper style is another type of preparation that we have tried and loved.

Several reviews mention the Dan Dan noodles... they are wonderful, but they are indeed rather oily.  It's just the nature of this cuisine.  I think the food is wonderfully prepared, one just has to know that chili oil and sesame oil will make the food a bit on the oily side.  

Absolute top notch rating for this place.  Love it!",2015-04-01 15:55:54
905,MMRRS6YhVRx_iN5-JhMRYg,Han Dynasty,3711 Market St,Philadelphia,PA,19104,39.9567105161,-75.1971027811,4.0,783,1,"{'BikeParking': 'True', 'Caters': 'True', 'HappyHour': 'True', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'Alcohol': ""u'full_bar'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'None', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': True, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Chinese, Szechuan",True,"{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:30', 'Saturday': '11:30-21:30', 'Sunday': '11:30-21:0'}",tPOey7vqiGEazYB96dNccA,qZwehAvS51R1AQygzR_9IA,4.0,0.0,0.0,0.0,"Couple of notable impressions:

- The first thing that got me was the decor of the place. Chopsticks were made out of red plastic, and the napkin was just paper, not cloth. Water came out in glass cups. The impression was overall a little cheap, which surprised me. On the other hand, the servers did keep water refilled well and tea was presented immediately.

- A lot of the reviews remark that the dishes are very spicy. I was surprised to discover it was pretty tame. The Dan Dan noodles come in at a 6 and it was imperceptible. We got another dish coming in at an 8 which also was hard to notice. Not sure what the explanation might be since I don't consider myself to be especially tolerant, but perhaps I'm more so than I think?

- Service was very fast. I think our food came out within ten minutes. Certainly the Dan Dan noodles were instantaneous.

- Finally, the food itself is delicious. The Dan Dan noodles especially. I also had some kind of dumplings and an entree, I unfortunately can't remember the names, but both were enjoyable as well.

- The bill was a bit pricey. I think they give a lot of food for two, so it's may be justified, just unwanted for two relatively small people. Fortunately, they make taking it home easy if that's something you'd like.

EDIT:

- After visiting a second time with a large group, I discovered they have a very nice seating area for groups (to the right and somewhat below ground). We got a circular table which I really liked for discussion. Definitely would have appreciated a turntable, but no big deal.

- A tip from our server: the spice tends to be the kind that creeps up rather than is entirely overt. Besides water, consuming tea and rice helps to reduce the effect of the spice.",2014-01-17 21:10:17
906,MMRRS6YhVRx_iN5-JhMRYg,Han Dynasty,3711 Market St,Philadelphia,PA,19104,39.9567105161,-75.1971027811,4.0,783,1,"{'BikeParking': 'True', 'Caters': 'True', 'HappyHour': 'True', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'Alcohol': ""u'full_bar'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'None', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': True, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Chinese, Szechuan",True,"{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:30', 'Saturday': '11:30-21:30', 'Sunday': '11:30-21:0'}",dsVfIROtb5m9VPmU2jqBVw,LmMeCIZlHNRpyTduiFii4A,5.0,0.0,0.0,1.0,"The best Szechuan food I have had in center city~

Their food is spicy, yet amazingly flavorful and the ambiance is sure to encourage a fun conversation with those you share your meal with (you'll definitely need a glass of water the first time you visit to handle the sexy heat). For what is expected of Chinese food, it is on the pricier side, but all well worth it.  My favorite recommendations include Dan Dan noodles, Dry Pepper Chicken/Shrimp, and Cumin Lamb.  The service can be slow during busier days such as Friday/Saturday/Sunday, but the waiters/waitresses are very friendly making the wait forgivable.",2015-09-23 23:31:22
908,F_wIC6i5y4zdQyp99R7PdQ,Blueberry Hill Pancake House,7803 E Washington St,Indianapolis,IN,46219,39.7723413,-86.0279803,3.5,101,1,"{'NoiseLevel': ""u'average'"", 'WiFi': ""u'free'"", 'BikeParking': 'False', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'GoodForKids': 'True', 'Caters': 'False', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{u'breakfast': True, u'brunch': True, u'lunch': None, u'dinner': None, u'latenight': False, u'dessert': False}""}","American (Traditional), Breakfast & Brunch, Restaurants, Specialty Food, Salad, Food",True,"{'Monday': '6:0-16:0', 'Tuesday': '6:0-16:0', 'Wednesday': '6:0-16:0', 'Thursday': '6:0-16:0', 'Friday': '6:0-16:0', 'Saturday': '6:0-16:0', 'Sunday': '6:0-16:0'}",DIRohs5uJ5kqBtSwZDZ1_w,JTbWKeaQLH0w2TWCiRjq4g,4.0,1.0,0.0,1.0,"Freedom toast = check, freedom fries = check, awesome breakfast food = check.

The is a greek owned pancake house (hence the over doing it on naming the food) and is a great alternative to your larger chain pancake houses such as Robert Evans, IHopity hop, and Mr. Dennys. 

We eat here every new years day, typically around 2 pm when we drag ourselves out of a drunken slumber to brave the bitter cold. They never have a problem seating our group of about 12-15 and are pleasant and quick service. 

The energetic owner likes to roam around making sure everything is going well. In my opinion, the food is also better than the chains. The secret ingredient is love.",2012-01-03 16:29:01
909,F_wIC6i5y4zdQyp99R7PdQ,Blueberry Hill Pancake House,7803 E Washington St,Indianapolis,IN,46219,39.7723413,-86.0279803,3.5,101,1,"{'NoiseLevel': ""u'average'"", 'WiFi': ""u'free'"", 'BikeParking': 'False', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'GoodForKids': 'True', 'Caters': 'False', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{u'breakfast': True, u'brunch': True, u'lunch': None, u'dinner': None, u'latenight': False, u'dessert': False}""}","American (Traditional), Breakfast & Brunch, Restaurants, Specialty Food, Salad, Food",True,"{'Monday': '6:0-16:0', 'Tuesday': '6:0-16:0', 'Wednesday': '6:0-16:0', 'Thursday': '6:0-16:0', 'Friday': '6:0-16:0', 'Saturday': '6:0-16:0', 'Sunday': '6:0-16:0'}",EVNni92lH7gaRB15IAw-LA,vdoN4cmPGP_pEFNDpkYCPg,4.0,0.0,0.0,0.0,"A much cleaner and much more inviting environment separates Blueberry Hill from other pancake houses.  I was greeted and seated immediately after entering.  The energy in the restaurant was great.  The staff was interacting with the customers as if many of them were friends.  Nick, the owner, was eating at one of the tables and would get up and help the staff and check on the customers.  I was pleasantly surprised by the overall cleanliness of the restaurant.  I had the house omelet. The Greek inspiration for this omelet was a pleasant change from the normal omelets served in most breakfast places. Yes, they do call their fries ""Freedom"" fries.  I personally appreciate this and would like to compliment Nick for it.  I would definitely recommend Blueberry Hill to anyone.",2011-11-30 16:10:19
922,8uF-bhJFgT4Tn6DTb27viA,District Donuts Sliders Brew,2209 Magazine St,New Orleans,LA,70130,29.9294259,-90.0770687,4.5,2062,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'WheelchairAccessible': 'True', 'HappyHour': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'HasTV': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'Caters': 'True', 'Alcohol': ""u'beer_and_wine'"", 'DogsAllowed': 'False', 'DriveThru': 'None', 'RestaurantsTableService': 'False', 'OutdoorSeating': 'True'}","Food, Donuts, Burgers, American (Traditional), Coffee & Tea, Restaurants",True,"{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",77s6wkAr2F7ZQ00NYuzsvw,ftRgzVFzv6-TOCBXEOdWeQ,5.0,0.0,0.0,0.0,"Fantastic sliders!! Perfect size that you can try more than one!  Fried chicken slider, BLT slider, monte cristo and Cuban were all fantastic!  Now for Donuts to go!!",2016-03-30 23:31:30
923,8uF-bhJFgT4Tn6DTb27viA,District Donuts Sliders Brew,2209 Magazine St,New Orleans,LA,70130,29.9294259,-90.0770687,4.5,2062,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'WheelchairAccessible': 'True', 'HappyHour': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'HasTV': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'Caters': 'True', 'Alcohol': ""u'beer_and_wine'"", 'DogsAllowed': 'False', 'DriveThru': 'None', 'RestaurantsTableService': 'False', 'OutdoorSeating': 'True'}","Food, Donuts, Burgers, American (Traditional), Coffee & Tea, Restaurants",True,"{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",Took2Zx2nfXjtOfLhQI9tA,INUDMj7EmrLlTh6qDNprAg,5.0,0.0,0.0,0.0,Walked here from our condo and found this awesome place! Delicious sliders...donuts...unique drinks... Awesome atmosphere and the staff was sooooooo friendly! Will definitely be back!!!!!,2016-07-03 17:03:22
924,8uF-bhJFgT4Tn6DTb27viA,District Donuts Sliders Brew,2209 Magazine St,New Orleans,LA,70130,29.9294259,-90.0770687,4.5,2062,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'WheelchairAccessible': 'True', 'HappyHour': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'HasTV': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'Caters': 'True', 'Alcohol': ""u'beer_and_wine'"", 'DogsAllowed': 'False', 'DriveThru': 'None', 'RestaurantsTableService': 'False', 'OutdoorSeating': 'True'}","Food, Donuts, Burgers, American (Traditional), Coffee & Tea, Restaurants",True,"{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",pouCNK0hBhJc2WY0joqkbQ,mkEqJ61lS7gJUR6nqlbRkw,4.0,0.0,0.0,0.0,"Great rich food,  but a lil bit pricey.  Everything tastes wonderful but nothing stays the same the menu is always changing.  The most unique donuts you will find.",2015-04-28 21:02:00
925,8uF-bhJFgT4Tn6DTb27viA,District Donuts Sliders Brew,2209 Magazine St,New Orleans,LA,70130,29.9294259,-90.0770687,4.5,2062,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'WheelchairAccessible': 'True', 'HappyHour': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'HasTV': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'Caters': 'True', 'Alcohol': ""u'beer_and_wine'"", 'DogsAllowed': 'False', 'DriveThru': 'None', 'RestaurantsTableService': 'False', 'OutdoorSeating': 'True'}","Food, Donuts, Burgers, American (Traditional), Coffee & Tea, Restaurants",True,"{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",mmmzrDjUT9xhRzp8i9Q1Pw,mzdYdUsMk1uzl7kYyF7HaQ,3.0,1.0,0.0,0.0,"This is actually a 3 1/2 star review for me. Only because everything that I wanted they did not have or weren't willing to do. Firstly, I came here specifically for the chicken slider because from the picture it showed that you can get it on a biscuit and when I told the lady taking my order, she said they don't do that -__-. Then I wanted that buttermilk bites and they weren't available, however, my brother ordered the brown buttered cream sundae and got the buttermilk bites in that!! Oh yes, and the glazed donuts are so thick and dry. I liked the sliders I had though: fried chicken, beef belly and catfish(okay). And the sundae is pretty tasty. Good for a first try but not to continue coming.",2016-08-12 20:53:16
