business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
8s1uT8dyBEUwTNeHoZntMg,El Rey,139 2nd Ave N,Nashville,TN,37201,36.1629191,-86.7761598,3.0,89,0,"{'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'"", 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'WiFi': ""'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'False'}","Restaurants, Mexican","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-21:0'}"
idRTl_xdqB12GWXIsisW-g,New Hong Kong Chinese Restaurant,"10801 Starkey Rd, Ste 5",Seminole,FL,33777,27.87184,-82.760131,2.5,18,1,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'Ambience': 'None', 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'HasTV': 'True'}","Restaurants, Chinese","{'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:30'}"
St0MOWhOcfipWifVUDEQbA,Pet Care Clinic,1151 E Fairview Ave,Meridian,ID,83642,43.6190637,-116.3793361,4.0,19,1,,"Pet Sitting, Pet Services, Veterinarians, Pets, Pet Groomers","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-13:0', 'Sunday': '8:0-18:0'}"
JiLtXS9q-vnKggrPNAnVEQ,5 Points Cases and Kegs,408 Doylestown Rd,Montgomeryville,PA,18936,40.2496414,-75.2423001,4.5,8,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True'}","Food, Beer, Wine & Spirits","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-20:0', 'Sunday': '11:0-17:0'}"
LC-qVqvkMRmK_ed-SImCXQ,Salvatore's Trattoria & Pizzeria,221 N Henderson Rd,King of Prussia,PA,19406,40.0972098875,-75.3668700904,3.5,38,1,"{'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'HasTV': 'True', 'RestaurantsReservations': 'False'}","Pizza, Italian, Restaurants, Sandwiches","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0'}"
zg9szTOwPaKIaL4A-qaDrA,Piercing Pagoda,"160 N Gulph Rd, Ste K 1028, King of Prussia Mall",King of Prussia,PA,19406,40.088312,-75.392949,2.0,5,1,,"Shopping, Piercing, Beauty & Spas, Jewelry","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-18:0'}"
r7Jk4-jXpBs0AfMVSJ9tAA,Stone Interiors - New Orleans,99 E Airline Hwy,Kenner,LA,70062,29.981394,-90.2722838,2.0,5,1,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}","Building Supplies, Shopping, Home & Garden, Flooring, Kitchen & Bath, Masonry/Concrete, Home Services, Countertop Installation","{'Monday': '0:0-0:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '9:0-13:0'}"
9dm_v79s9-pefMahqp1SkA,Loco Mexican Restaurant & Cantina,2205 N Delaware St,Indianapolis,IN,46205,39.7974826702,-86.1530939541,4.0,178,1,"{'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'RestaurantsTableService': 'True', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': True, 'casual': True}"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'HappyHour': 'True', 'WheelchairAccessible': 'True', 'DogsAllowed': 'True', 'BusinessAcceptsBitcoin': 'False', 'DriveThru': 'False', 'Caters': 'True'}","Restaurants, Mexican","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
DMmdMkh7sIhUHgVawGxY6g,Farm Boy Fresh,7 Lancaster Ave,Malvern,PA,19355,40.0442832,-75.5241836,4.0,11,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True'}","Barbeque, Restaurants, American (New), Salad, Sandwiches, Breakfast & Brunch","{'Thursday': '11:0-15:0', 'Friday': '11:0-15:0', 'Saturday': '10:30-15:0'}"
7Jer4ZUmq_DlUtu8QJtPuQ,ACME Markets,3590 W Chester Pike,Newtown Square,PA,19073,39.9855035,-75.3980436,2.5,17,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BikeParking': 'True'}","Food, Grocery, Drugstores, Shopping","{'Monday': '0:0-0:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '7:0-18:0'}"
jS9BruaKtDv556mbwl3Onw,La Belle Nail Spa,"550 Sam Ridley W Pkwy, Ste 130",Smyrna,TN,37167,35.98175,-86.5586446,2.5,27,1,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'very_loud'"", 'ByAppointmentOnly': 'False'}","Nail Salons, Waxing, Skin Care, Nail Technicians, Hair Removal, Beauty & Spas","{'Monday': '10:0-18:30', 'Tuesday': '10:0-18:30', 'Wednesday': '10:0-18:30', 'Thursday': '10:0-18:30', 'Friday': '10:0-18:30', 'Saturday': '10:0-18:30', 'Sunday': '12:0-17:0'}"
nFjk0xVI9fNiVN__5g-m8Q,Ichicoro Ane,"260 1st Ave S, Ste 100",Saint Petersburg,FL,33701,27.7701014,-82.6364594,4.0,264,1,"{'WiFi': ""u'free'"", 'NoiseLevel': ""'loud'"", 'HasTV': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'CoatCheck': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'HappyHour': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'GoodForDancing': 'False', 'BusinessAcceptsCreditCards': 'True', 'Smoking': ""u'no'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'Caters': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': None}"", 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': True, 'saturday': False}"", 'DogsAllowed': 'False', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True'}","Ramen, Restaurants, Tapas/Small Plates, Nightlife, Japanese, Bars, Cocktail Bars","{'Monday': '0:0-0:0', 'Tuesday': '15:0-1:0', 'Thursday': '15:0-0:0', 'Friday': '15:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-0:0'}"
7mBsC_jYauYOCZCLecZHIg,Four Seasons Golf Center,1208 Swamp Rd,Fountainville,PA,18923,40.3445821,-75.1579355,2.5,7,1,"{'BikeParking': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Shopping, Golf, Active Life, Sporting Goods, Golf Equipment, Mini Golf","{'Monday': '8:0-22:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-21:0'}"
Xeqjpaa4FDt2gGSXdFUixQ,Purple Lotus Massage Therapy,"11 Rowland Crescent, Unit 20",St. Albert,AB,T8N 4B2,53.6174965,-113.6453961,4.5,14,0,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'True', 'BikeParking': 'False'}","Massage, Cosmetics & Beauty Supply, Health & Medical, Massage Therapy, Hair Removal, Shopping, Waxing, Beauty & Spas, Nail Salons, Skin Care",
ZrkdPWQicriMCcDVDX0dCA,Retro Fitness,105 Franklin Mills Blvd,Philadelphia,PA,19154,40.091209,-74.968006,3.5,15,1,"{'GoodForKids': 'False', 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True'}","Fitness & Instruction, Active Life, Gyms","{'Monday': '5:0-23:0', 'Tuesday': '5:0-23:0', 'Wednesday': '5:0-23:0', 'Thursday': '5:0-23:0', 'Friday': '5:0-23:0', 'Saturday': '7:0-18:0', 'Sunday': '7:0-18:0'}"
jULv8yx-pqzuVDVJLV438w,Truly Nolen Pest & Termite Control,3636 E Speedway Blvd,Tucson,AZ,85716,32.2357505811,-110.9152491435,4.5,30,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Local Services, Pest Control, Home Services","{'Monday': '0:0-0:0', 'Tuesday': '4:0-20:0', 'Wednesday': '4:0-20:0', 'Thursday': '4:0-20:0', 'Friday': '4:0-20:0', 'Saturday': '5:0-18:0', 'Sunday': '5:0-18:0'}"
QEF6usO04AtvrazPhLX_sw,Chinese Express,718 S Florissant Rd,Ferguson,MO,63135,38.7353075,-90.301102,4.0,15,1,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""'quiet'"", 'Alcohol': ""'none'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'WiFi': ""'no'"", 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': False, u'intimate': None, u'romantic': False, u'classy': False, u'upscale': False}"", 'BusinessParking': ""{'garage': None, 'street': None, 'validated': None, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{u'breakfast': None, u'brunch': None, u'lunch': True, u'dinner': True, u'latenight': None, u'dessert': False}""}","Chinese, Restaurants",
TttFjRQ-8Iz8by4hsD7iOQ,Angelina's,743 S 8th St,Philadelphia,PA,19147,39.940221217,-75.1557966694,4.5,49,1,"{'Alcohol': ""u'none'"", 'WiFi': ""u'free'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'GoodForKids': 'False', 'RestaurantsPriceRange2': '3', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'False', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True'}","Restaurants, Italian","{'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '16:0-21:0'}"
E1GZn56ZwLmasrTxvo08GA,Salon Elle,525 Huey P Long Ave,Gretna,LA,70053,29.9146535,-90.0632725,5.0,7,1,"{'WheelchairAccessible': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Hair Salons, Beauty & Spas","{'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0'}"
Hn5wSB6hKqKs-_fzAIocJA,Cork Wine Bar,423 S Florissant Rd,Ferguson,MO,63135,38.7384161,-90.3028985,4.0,45,0,"{'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'RestaurantsReservations': 'False', 'WiFi': ""u'free'"", 'HappyHour': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': None, 'divey': False, 'intimate': True, 'trendy': None, 'upscale': False, 'classy': None, 'casual': True}"", 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}""}","Bars, Wine Bars, Nightlife","{'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-23:0', 'Saturday': '16:0-23:0', 'Sunday': '10:0-14:0'}"
VqacCoDaQylgZcyRiyvvRg,Quesa-D-Ya's,"4337 Butler Hill Rd, Ste K",Saint Louis,MO,63128,38.485721,-90.3581591,3.5,7,0,"{'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2'}","Restaurants, Tex-Mex, Mexican",
qjbnku0rUULzjeaHtH9GCw,Moorestown Chiropractic and Wellness,128 Bortons Landing Rd,Moorestown,NJ,08057,39.9764804,-74.9190961,5.0,9,1,{'ByAppointmentOnly': 'True'},"Health & Medical, Chiropractors",
evZKyAZ4UePe8RLPzBDcbg,Suds and Swagger,616 S 6 th St,Philadelphia,PA,19147,39.9415109,-75.1525395,4.5,12,0,,"Pet Services, Pet Groomers, Pets","{'Tuesday': '8:30-15:30', 'Wednesday': '8:30-15:30', 'Thursday': '12:0-19:0', 'Friday': '8:30-15:30', 'Saturday': '8:30-15:30'}"
rX4pmubWdgrKEG794iwbWA,Northwest Allied Physicians,4001 E Sunrise Dr,Tucson,AZ,85718,32.309848099999996,-110.9079133,2.0,8,1,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True', 'AcceptsInsurance': 'True'}","Health & Medical, Medical Centers","{'Monday': '8:0-16:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-16:0', 'Saturday': '8:0-12:0'}"
opiv3hcNNsRDiLXsUbNw-A,Old Country Buffet,910 E Woodland Ave,Springfield,PA,19064,39.914661,-75.333685,3.0,5,0,"{'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1'}","Restaurants, Buffets",
NQn_dGaMlvbQGwgAA6t85w,The Glen At Shawmont Station,300 Autumn River Run,Philadelphia,PA,19128,40.0446405,-75.2467667,4.0,9,1,{'BusinessAcceptsCreditCards': 'False'},"Home Services, Real Estate, Apartments","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '10:0-16:0', 'Sunday': '11:0-16:0'}"
b9AWdZKry6pAHcMyErr2dw,Twice As Nice,250 Haverford Ave,Narberth,PA,19072,40.00558,-75.2602795,3.0,17,1,"{'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'DogsAllowed': 'True', 'ByAppointmentOnly': 'False', 'BusinessAcceptsBitcoin': 'False', 'BikeParking': 'True', 'WheelchairAccessible': 'True'}","Shopping, Baby Gear & Furniture, Thrift Stores, Children's Clothing, Fashion, Used, Vintage & Consignment","{'Thursday': '11:0-16:0', 'Friday': '11:0-16:0', 'Saturday': '10:0-16:0', 'Sunday': '12:0-15:0'}"
ehUE-FW5ddQW8phkyDyWEQ,Karma Records,3532 W 86th St,Indianapolis,IN,46268,39.912266,-86.221324,3.0,5,1,{'BusinessAcceptsCreditCards': 'True'},"Music & DVDs, Shopping, Books, Mags, Music & Video, Videos & Video Game Rental",
vROChamOxcbYNfaBXs-TjA,Franklin Window and Door,"200 S Rangeline Rd, Ste 117",Carmel,IN,46032,39.9767889,-86.1275496,4.0,5,1,"{'ByAppointmentOnly': 'False', 'DogsAllowed': 'True', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'BikeParking': 'True'}","Hardware Stores, Shopping, Home & Garden, Door Sales/Installation, Home Services, Windows Installation","{'Monday': '0:0-0:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}"
wl69QZhv9GvYycW97DW05g,GrowHealthy - Brandon,1525 E Brandon Blvd,Brandon,FL,33511,27.9370999875,-82.2624700516,3.5,32,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'False', 'WheelchairAccessible': 'True', 'AcceptsInsurance': 'False', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}""}","Pharmacy, Cannabis Clinics, Health & Medical, Shopping, Cannabis Dispensaries","{'Monday': '0:0-0:0', 'Tuesday': '9:0-20:30', 'Wednesday': '9:0-20:30', 'Thursday': '9:0-20:30', 'Friday': '9:0-16:0', 'Saturday': '11:0-20:30', 'Sunday': '11:0-20:0'}"
7mOTgpIGoZ-6cF6hHhMvZw,Fred Meyer,5230 W Franklin Rd,Boise,ID,83705,43.6027565002,-116.2439041138,4.0,8,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'None'}","Grocery, Fashion, Drugstores, Food, Shopping, Department Stores","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-19:0', 'Sunday': '10:0-18:0'}"
rT9Eg9GdrvBcxuG9TH_RQA,MEC South Edmonton Common,1624 99 Street NW,Edmonton,AB,T6N 1N5,53.4457339239,-113.4873230879,4.5,7,1,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '3', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Sporting Goods, Fashion, Outdoor Gear, Bikes, Sports Wear, Shopping","{'Monday': '0:0-0:0', 'Tuesday': '10:0-17:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '11:0-18:0', 'Saturday': '12:0-19:0', 'Sunday': '11:0-17:0'}"
w8C_pRQvdIXQ5VRWlW2M3w,The Human Bean,3380 Kietzke Ln,Reno,NV,89502,39.4921888,-119.7886223687,4.5,37,1,"{'WheelchairAccessible': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'DriveThru': 'True', 'OutdoorSeating': 'True', 'DogsAllowed': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'None'}","Juice Bars & Smoothies, Bagels, Coffee & Tea, Food","{'Monday': '0:0-0:0', 'Tuesday': '5:0-19:0', 'Wednesday': '5:0-19:0', 'Thursday': '5:0-17:0', 'Friday': '7:0-19:0', 'Saturday': '5:0-19:0', 'Sunday': '5:0-19:0'}"
niEm9LkcLOrvsDzjXD6WpQ,New Orleans Hamburger & Seafood Co.,2515 B Manhattan Blvd,Harvey,LA,70058,29.8768457,-90.0482728,3.5,113,1,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'Alcohol': ""u'full_bar'"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'free'"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'Caters': 'False', 'DriveThru': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True'}","Fish & Chips, Burgers, Seafood, Restaurants","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '10:30-21:0'}"
hw923zJjFiIIdmjqu9VWkA,Auburn Hill Apartments,840 Auburn Hill Dr,Indianapolis,IN,46224,39.7777515292,-86.2616817108,2.0,7,1,"{'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'False'}","Apartments, Home Services, Real Estate","{'Monday': '9:0-17:30', 'Tuesday': '9:0-17:30', 'Wednesday': '9:0-17:30', 'Thursday': '9:0-17:30', 'Friday': '9:0-17:30', 'Saturday': '10:0-17:0'}"
pCmaISSyKum22MOtPOxL-w,Philadelphia Phillies,Citizens Bank Park,Philadelphia,PA,19176,39.9057900395,-75.1663008124,4.5,94,1,"{'GoodForKids': 'True', 'DogsAllowed': 'False'}","Arts & Entertainment, Professional Sports Teams",
EbrK0e_Mv-B4bM_xL1BgkQ,Style America,"West Edmonton Mall, 2902 - 8882 170th St NW",Edmonton,AB,T5T 3J7,53.5235519,-113.6157074,1.0,7,1,"{'RestaurantsPriceRange2': '3', 'ByAppointmentOnly': 'False'}","Shopping, Fashion, Women's Clothing, Formal Wear, Bridal","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-18:0'}"
3MlRzdQOWtqoIPOJCD4Yig,Superior Transmissions,"2601 E Henry Ave, Ste B4",Tampa,FL,33610,27.9992077,-82.4304516,3.5,5,1,{'BusinessAcceptsCreditCards': 'True'},"Transmission Repair, Auto Repair, Automotive","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}"
aurl4I40YVQfQ8loOdgKCg,Crown Fried Chicken,933 N Broad St,Philadelphia,PA,19123,39.971145,-75.15902,3.5,11,1,"{'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'False', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'True'}","Chicken Wings, Restaurants, Fast Food","{'Monday': '10:0-3:0', 'Tuesday': '10:0-3:0', 'Wednesday': '10:0-3:0', 'Thursday': '10:0-3:0', 'Friday': '10:0-3:0', 'Saturday': '10:0-4:0', 'Sunday': '10:0-4:0'}"
